dataset,algorithm,batch_size,JPI_normalized,delay_normalized
elecNormNew,LBag,250,0.0037610562802369643,0.00048255755504172113
elecNormNew,LBag,250,0.015302437791372473,0.001863208337522201
elecNormNew,StreamingRandomPatches,250,0.00755337021112152,0.0009198753392982809
elecNormNew,StreamingRandomPatches,250,0.010505027102147057,0.0014543748533896318
elecNormNew,StreamingRandomPatches,250,0.04250190434453089,0.00499313025702892
elecNormNew,OzaBagAdwin,250,0.001503073253601849,0.00017593244194229416
elecNormNew,OzaBagAdwin,250,0.0020278169135400812,0.00023122549512415803
elecNormNew,OzaBagAdwin,250,0.007308039874196311,0.0008930665862404075
elecNormNew,OzaBagASHT,250,0.0010886182176270745,0.00012231493582654738
elecNormNew,OzaBagASHT,250,0.0014169281813138177,0.00015415033008277202
elecNormNew,OzaBagASHT,250,0.004208088475969682,0.0005143929492979458
elecNormNew,OzaBag,250,0.0011011749622234315,0.0001189638416943132
elecNormNew,OzaBag,250,0.001478093799197062,0.0001575014242150062
elecNormNew,OzaBag,250,0.005062647165226065,0.0005194195904962971
covtypeNorm,AdaptiveRandomForest,250,0.004473668876666033,0.0005227706846285313
covtypeNorm,AdaptiveRandomForest,250,0.00690352932144033,0.0007808049328105627
covtypeNorm,AdaptiveRandomForest,250,0.0293406036447356,0.0029305318186387858
covtypeNorm,LBag,250,0.005711986015548063,0.0006869742971080058
covtypeNorm,LBag,250,0.008490240626336019,0.0009734928454140277
covtypeNorm,LBag,250,0.038393285703568474,0.003595724003887269
covtypeNorm,StreamingRandomPatches,250,0.01665652173943972,0.0018916926376461914
covtypeNorm,StreamingRandomPatches,250,0.024200158629538705,0.002845078918266814
covtypeNorm,StreamingRandomPatches,250,0.10566882143816912,0.010564324251868235
covtypeNorm,OzaBagAdwin,250,0.0025814974286987513,0.00036526926041352504
covtypeNorm,OzaBagAdwin,250,0.005284417379204858,0.0006166013203310881
covtypeNorm,OzaBagAdwin,250,0.024160600511876223,0.002478134110787172
covtypeNorm,OzaBagASHT,250,0.0010284454573467221,0.00013739485942160115
covtypeNorm,OzaBagASHT,250,0.0017868977437052141,0.00021279447739687006
covtypeNorm,OzaBagASHT,250,0.006604440326332055,0.0008511779095874803
covtypeNorm,OzaBag,250,0.0009368607077315154,0.00012734157702489862
covtypeNorm,OzaBag,250,0.0014657365698042299,0.00019268791260346503
covtypeNorm,OzaBag,250,0.006318772497987849,0.0008092892329345531
airlines,AdaptiveRandomForest,500,0.03402964114720828,0.008369357595254851
airlines,AdaptiveRandomForest,500,0.033937437805736284,0.00832411782446969
airlines,AdaptiveRandomForest,500,0.08889988637992029,0.024013940551590094
airlines,LBag,500,0.05417634460587817,0.013937200495961932
airlines,LBag,500,0.05449957714513265,0.013457994035052444
airlines,LBag,500,0.12123286109074997,0.025054455279648804
