,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,ensemble_size,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,avg_times_duration,joules,JPI,PERC,tput
185,LBagExecutorMAXChunk,GMSC,4,100,217,214.4687042236328,25700.0,119.83100128173828,292.0,93.4453125,25,126,3.2620087336244543,747.0,214.59695896688189,25757.0,411.01310043668127,390.8897727399935,0.015992727643450635,10,214.4687078060539
427,LBagExecutorMAXChunk,GMSC,4,50,1833,1777.9129638671875,146100.0,82.17500305175781,26.0,93.3378979801438,25,88,4.973750000000001,795.8000000000001,1824.3958209173063,150000.0,437.69000000000005,408.7179214286805,0.002995824777549624,90,1777.9129245420181
28,LBagExecutorMAXChunk,GMSC,4,50,1018,1011.7896728515624,121350.0,119.93599700927734,38.0,93.36685902720528,25,126,4.028070175438597,918.4000000000001,1011.3553998550374,121394.0,507.5368421052632,483.1106125145628,0.004182421442977035,50,1011.7896463612445
128,LBagExecutorMAXChunk,GMSC,4,50,203,199.79644775390625,23950.0,119.87200164794922,132.0,93.43933054393305,25,126,3.2423580786026203,742.5,199.63838456218704,23960.0,408.53711790393015,388.6679529414948,0.017057917240247605,10,199.7964467994661
153,LBagExecutorMAXChunk,GMSC,4,25,1675,1650.6201171875,148125.0,89.73899841308594,14.0,93.34098582039164,25,95,4.873255813953489,838.2,1670.025273049132,150000.0,462.95930232558146,437.32109575493394,0.003125463644392111,90,1650.6201609043153
133,LBagExecutorMAXChunk,GMSC,4,25,930,927.586181640625,111225.0,119.90799713134766,21.0,93.32823741007195,25,126,4.034497816593887,923.9000000000001,926.845933987184,111228.0,508.3467248908297,483.76855261856815,0.00457043582729449,50,927.5861715725576
87,LBagExecutorMAXChunk,GMSC,4,25,186,184.82977294921875,22150.0,119.83999633789062,81.0,93.54576271186441,25,125,3.1762114537444934,721.0,184.67473814900302,22163.0,397.0264317180617,380.63716898510637,0.01792444386988992,10,184.8297786787956
286,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,2000,1620,1601.0587158203125,150000.0,93.68800354003906,1234.0,93.53108108108108,25,98,5.500561797752809,979.1,1614.847988975971,150000.0,539.0550561797753,515.3366531800688,0.0035937003745318353,90,1601.0587730786162
330,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,2000,900,877.8685913085938,106000.0,120.74700164794922,1965.0,93.50192307692308,25,125,4.32938596491228,987.0999999999999,896.9925250622911,107640.0,541.1732456140351,522.7603742398713,0.0051054079774908966,50,877.8685893091931
285,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,2000,180,166.922607421875,20000.0,119.81600189208984,6786.0,93.55555555555556,25,123,3.2270270270270274,716.4000000000001,179.68802079861342,21564.0,396.92432432432435,386.6494763760954,0.01984621621621622,10,166.9226120398563
36,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,500,1638,1583.97216796875,146500.0,92.48899841308594,307.0,93.51095890410959,25,97,5.252542372881356,929.7,1629.2836582849075,150000.0,509.49661016949153,485.8023831900904,0.0034777925608839013,90,1583.972175216812
342,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,500,910,906.7088623046876,109000.0,120.21499633789062,472.0,93.5188940092166,25,124,4.302232142857143,963.7,907.0773634200323,109018.0,533.4767857142857,517.1928212983267,0.0048942824377457405,50,906.7088409971047
353,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,500,182,179.36695861816406,21500.0,119.86599731445312,1753.0,93.57619047619048,25,124,3.2835555555555556,738.8,179.69401019966,21564.0,407.1608888888889,393.58666140407985,0.0189377157622739,10,179.36696379038585
419,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,250,1538,1506.59228515625,147750.0,98.06900024414062,157.0,93.54576271186441,25,102,5.14247311827957,956.5,1528.2886224006359,150000.0,524.5322580645161,504.31719749204575,0.003550133726324982,90,1506.5922935094638
89,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,250,854,847.1965942382812,101750.0,120.10199737548828,241.0,93.47980295566502,25,124,4.196875,940.1000000000001,847.2912142316301,101830.0,520.4125,504.05307023525245,0.005114619164619165,50,847.1965681127485
16,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,250,170,169.00633239746094,20250.0,119.81800079345705,918.0,93.56,25,124,3.2336283185840706,730.8,169.7081812576038,20366.0,400.9699115044248,387.44688044185136,0.019800983284169123,10,169.00632514230534
376,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,100,1587,1545.935546875,146700.0,94.8939971923828,60.0,93.5907230559345,25,98,5.133146067415731,913.7,1577.5690712325022,150000.0,503.0483146067416,487.10474850943916,0.0034290955324249596,90,1545.9355105738523
93,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,100,881,876.6008911132812,105200.0,120.00900268554688,88.0,93.52235965746908,25,124,4.172000000000001,938.7,877.0934382721698,105424.0,517.3280000000001,500.6775592041016,0.004917566539923955,50,876.600901981078
417,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,100,176,174.43557739257812,20900.0,119.81500244140624,347.0,93.6201923076923,25,124,3.181777777777777,715.8999999999999,174.69814260834784,20965.0,394.54044444444435,381.2247122124565,0.018877533227006908,10,174.43558464409193
242,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,50,1529,1519.741455078125,150000.0,98.70099639892578,31.0,93.52584194731577,25,102,5.2254054054054055,966.7,1518.6182598659566,150000.0,532.9913513513513,515.7527201018462,0.0035532756756756754,90,1519.7414967700624
423,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,50,849,838.2483520507812,101050.0,120.54900360107422,46.0,93.50198019801981,25,125,4.149779735682819,942.0,842.2931314223905,101231.0,518.7224669603524,500.251812300493,0.005133324759627436,50,838.2483221047506
152,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,50,169,164.56687927246094,19750.0,120.01200103759766,182.0,93.55837563451776,25,124,3.160444444444444,711.0999999999999,164.72545757071546,19800.0,391.8951111111111,379.29126194593636,0.019842790436005623,10,164.56687522285935
243,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,25,1417,1403.175048828125,149375.0,106.45500183105467,16.0,93.51925008369602,25,111,5.066336633663366,1023.4,1406.5357025645835,150000.0,562.3633663366336,539.336875613373,0.0037647756742201412,90,1403.1750263558292
390,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,25,787,778.7174072265625,93925.0,120.61499786376952,24.0,93.55165069222578,25,126,4.115789473684211,938.4000000000001,782.5764951610621,94043.0,518.5894736842106,496.4259385761462,0.0055213145987139806,50,778.7174204163653
61,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,25,157,154.7897186279297,18550.0,119.83999633789062,96.0,93.59244264507423,25,123,3.2008968609865467,713.8,154.73264059596522,18569.0,393.7103139013452,383.59546809859336,0.021224275682013218,10,154.78972435628256
