,dataset,algorithm,batch_size,acc,instances,time,JPI,joules,cores,label,delay,IPS,delay_s
39,covtypeNorm,SRPMB,500,82.49473684210527,10000.0,598.22900390625,0.17691820018365467,1752.2781236548722,4,MB-LF-500,16200.0,16.71600663742998,16.2
24,covtypeNorm,OBMB,500,83.6136200716846,140000.0,599.4310302734375,0.012307320611684746,1704.347495682307,4,MB-LF-500,1192.0,233.55480936003156,1.192
70,covtypeNorm,OBAdwinMB,500,80.30843373493975,42000.0,599.3109741210938,0.042560985492092536,1767.8302942944356,4,MB-LF-500,4071.0,70.08047877246729,4.071
3,covtypeNorm,OBASHTMB,500,78.06666666666666,90500.0,599.2930297851562,0.01883869831825633,1686.0330092545394,4,MB-LF-500,1780.0,151.0112674469847,1.78
53,covtypeNorm,LBagMB,500,83.33870967741936,31500.0,599.31298828125,0.058544060701203555,1823.7884536240126,4,MB-LF-500,5391.0,52.56018243545466,5.391
77,covtypeNorm,ARFMB,500,83.33939393939393,33500.0,599.2919921875,0.05109852661531936,1695.6502756036605,4,MB-LF-500,4763.0,55.89929522955962,4.763
62,airlines,SRPMB,500,66.69090909090909,6000.0,599.208984375,0.31401535168195716,1869.1472181407682,4,MB-LF-500,29094.0,10.013200997408694,29.094
44,airlines,OBMB,500,65.90327455919396,199000.0,599.31298828125,0.00911812585342081,1794.4845532919,4,MB-LF-500,879.0,332.0468668144596,0.879
36,airlines,OBAdwinMB,500,64.57391304347826,23500.0,599.239013671875,0.07751983212961155,1804.369143827946,4,MB-LF-500,7386.0,39.21640524705203,7.386
94,airlines,OBASHTMB,500,65.75862068965517,189000.0,599.8289794921875,0.01142815608707649,2137.9265831726575,4,MB-LF-500,992.0,315.0898113659106,0.992
74,airlines,LBagMB,500,62.83636363636364,6000.0,599.1939697265625,0.30961309523809527,1836.8148476736887,4,MB-LF-500,29313.0,10.013451908967063,29.313
37,airlines,ARFMB,500,65.94545454545454,6000.0,599.2100219726562,0.30829491292392297,1832.0667922036564,4,MB-LF-500,25564.0,10.013183658456564,25.564
68,GMSC,SRPMB,500,93.53432835820897,34000.0,599.2830200195312,0.050019248395967,1684.5840199779084,4,MB-LF-500,4823.0,56.73446245630638,4.823
4,GMSC,OBMB,500,93.48227424749165,150000.0,267.2470092773437,0.005396263157894737,792.3819726488367,4,MB-LF-500,470.0,561.2784981415188,0.47
84,GMSC,OBAdwinMB,500,93.45819397993311,150000.0,548.4290161132812,0.010458159492826158,1552.9489497309808,4,MB-LF-500,997.0,273.50850446070604,0.997
59,GMSC,OBASHTMB,500,93.35117056856188,150000.0,303.25299072265625,0.0059488960573476695,875.7381169363588,4,MB-LF-500,526.0,494.63650677458395,0.526
93,GMSC,LBagMB,500,93.38059701492536,67500.0,599.3200073242188,0.027782720575754493,1857.7272234363365,4,MB-LF-500,2446.0,112.62764328754339,2.446
